"","name","funding_looking_for","product_status","description","tags","funding_type","funding_received","funding_expected","team_size","address","email","website"
"235","Read and recycle","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Gongabu , Kathmandu"," ","http://www.readandrecycle.com"
"236","Read Studio","Funding","Project","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.readmedia.com.np/"
"237","Rentifying","Funding","Project","Online Full Service Real Estate Solution ( Rent,Home,Land,Car Rent)","character(0)","Funding Type                                :  ","Total Funding Received                                :  None","Total Funding Expected                                :  1 - 10 million","Team Size: 1-10","Chabahil,Kathmandu
Chabahil,Kathmandu","bimalkc9@gmail.com","rentifying.com"
"238","RitiRiwaj","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.ritiriwaj.co/"
"239","Safal Sewa","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Biratnagar, Nepal"," ","http://www.safalsewa.com.np/"
"240","Sajawat Sansar","Other Opportunities","Launched","Sajawat Sansar brings you wide range of Wallpapers & Wall-stickers with various Designs and various Qualities. Currently we deal with Wallpapers, Wall-Stickers, PVC Flooring and other Home/Office Decorating items.","
                                                    wallpapers
                                                    wallpaper in nepal
                                            ","Funding Type                                :  Others","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Hongkong Bazaar, Narayangarh, 00977 Chitwan","info@sajawatsansar.com","http://www.sajawatsansar.com"
"241","Sajilo Karobar","Funding","Pvt. Beta","SajiloKarobar.com is a free classified website. Sell anything from used cars to mobiles, furniture, laptops, clothing and more. Submit ads for free. If you want to buy something - here you will find interesting items, cheaper than in the store. Start buying and selling in the most easy way on SajiloKarobar.com.

SajiloKarobar is all about you. Our aim is to empower every person in the country to independently connect with buyers and sellers online. We care about you — and the transactions that bring you closer to your dreams. Want to buy your first car? We’re here for you. Want to sell commercial property to buy your dream home? We’re here for you. Whatever job you’ve got, we promise to get it done.","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Imadol,Lalitpur","info@sajilokarobar.com","https://www.sajilokarobar.com"
"242","Sajilo Marmat Sewa","Funding","Launched","SMS is a one stop maintenance solution that aims to be the largest digital market place in Nepal. We serve households and business houses through on call service and annual maintenance contract. Our service ranges from plumbing, electrical, carpentry, painting to computer and networking.","
                                                    Plumbing
                                                    Electrical
                                                    One stop Solution
                                                    AMC
                                                    annual maintenance contract
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  1 - 10 million","Team Size: 1-10","Balkumari, Lalitpur","sajilomarmatsewa@gmail.com","character(0)"
"243","Sajilo ticket.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.sajiloticket.com/"
"244","Sarita led bulb","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.acenergy.com.np/"
"245","Sasto Bazzar","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.sastobazzar.com/"
"246","Sasto Book.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Tripureshwowr (Sanima Bank Building 3rd Floor), kathmandu"," ","http://www.sastobook.com/"
"247","Sasto Deal.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Malla Complex 3rd Floor, Tripureshwor, Kathmandu"," ","https://www.sastodeal.com/"
"248","Sastoramro","Funding","Project","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Anamnagar, Kathmandu, Nepal"," ","http://www.sastoramro.com/"
"249","scootout.com","Other Opportunities","Public Beta","Nepal's first advance Restaurant aggregator system.","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jamal, Kathmandu","rahul@scootout.com","www.scootout.com"
"250","Search Education","Other Opportunities","Launched","Search Education web apps www.searchedu.global allows international students to Search, Compare, Apply and Track their study abroad applications to study in Australia, New Zealand, USA, Canada and UK.

Services We Offer
- International Student Placement - via our web apps and qualified Education Counselor
-Migration and Visa Services - via our qualified migration professionals
Global offices: Australia | Vietnam | China | Nepal | India

More-
Visit- searchedu.global
Fb - fb.com/searchedu
Instagram- instagram.com/searchedu/","
                                                    #study abroad
                                                    #study in Australia
                                                    #best webapp for study abroad
                                            ","Funding Type                                :  Seed Round","Total Funding Received                                :  1 - 10 million","Total Funding Expected                                :  None","Team Size: 11-50","Bhuddhanager 10,
New Baneshwor,
Kathmandu, Nepal
","contact@searchedu.com.au","searchedu.global"
"251","Search nepal.net","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Akhanda Marg, Sukedhara, Kathmandu"," ","http://searchnepal.net/"
"252","Secondhand.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://www.secondhand.com.np/"
"253","Secure curve","Funding","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Anamnagar, Kathmandu, Nepal"," ","http://rigotechnology.com/"
"254","SellsBox","Funding","Launched","We’ve got a fresh new look & feel and SellsBox is all about you - We are committed to helping our customers make empowering decisions, which means we’ll continue to work hard to offer you more updates and new features very soon.","
                                                    classified
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  Undisclosed","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Kalanki","support@sellsbox.com","https://www.sellsbox.com"
"255","SEO EXPERT IN NEPAL AND UNDERSTANDING THE BASICS OF SEO","Funding","Project"," SEO helps people find products business site and information on a search engine like Google and Bing. The person who researches and analyzes the trends and the best practices online to develop and implement strategies that improve search results are known as SEO expert or SEO specialists.
The world of SEO is complex, but most people can easily understand the basics. Even a small amount of knowledge can make a big difference. 
 so make sure your business is doing what it needs to do to serve its needs.","
                                                    SEO expert in Nepal
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  1 - 10 million","Team Size: 1-10","new baneshwor","angbuhangbishal49@gmail.com","http://www.raibishal.com.np/time-to-be-expert-in-seo/"
"256","SEO SERVICE IN NEPAL","Funding","Project","As a job tittle I'm known as SEO expert in Nepal.We know that SEO is one of the biggest arsenal in the field of internet marketing.To make online visibility and presence of your business SEO is needed.So, I'm here to give you quality SEO services for your online business.Know the white hat SEO strategies and rank your website at top of the search engine.I know how google rules changes and what works better based on data and experience.

","
                                                    Internet marketing
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Shantinagar-34","wohangfc@gmail.com","http://www.bibekangbuhang.com.np/seo-expert-in-nepal/"
"257","Setopati","Funding","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jhamsikhel, Lalitpur, Nepal"," ","http://setopati.com/"
"258","Share Sansar","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Khichhapokhari, New Road, Kathmandu - Opp. to Peoples' plaza"," ","http://www.sharesansar.com/"
"259","Share Voucher Lazada Viet Nam","","","character(0)","character(0)","Funding Type                                :  ","Total Funding Received                                :  None","Total Funding Expected                                :  None","character(0)","Viet Nam","anhdeptrai@gmail.com","https://magiamgialazada.vn"
"260","Sheshaya Technology Pvt. ltd","Funding","Project","Sheshaya is newly established professionally recognized Software Development Company. We have huge experience in developing custom software and application best match to your need and requirements. We develop business intelligence software. All the software at Sheshaya is designed to retrieve large volumes of data and quickly generate interactive dashboards, reports, and other data visualization tools.","
                                                    software
                                            ","Funding Type                                :  ","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","New Baneshwor, Kathmandu","info@sheshaya.com","www.sheshaya.com"
"261","Shivasubba.com","Other Opportunities","Others","I am self-learn Inbound and digital marketing strategist,  sharing my skills and expertise to SME to scale their business. I am welcome to consult entrepreneur to making their digital strategy. 

Fill free to reach me and ask me anything, I will try to answer your every question. 

","
                                                    Digital marketer
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  Undisclosed","Team Size: 1-10","Nepal","shivasubba11@gmail.com","http://shivasubba.com/"
"262","Shop life","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://storeshoplife.com/"
"263","Show Time Nepal","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal "," ","http://www.showtimenepal.com/"
"264","Shristive Production","Funding","Public Beta","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Gongabu, Kathmadu","info@shristiveproduction.com","http://www.shristiveproduction.com"
"265","Silicon Hire","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Anamnagar, Kathmandu, Nepal"," ","http://siliconhire.com/"
"266","Simplify IT Solutions","Other Opportunities","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Link Road,Ghantaghar,Birgunj","simplifyitsoln@gmail.com","http://simplifyit.com.np/"
"267","Smark One Technology Pvt. Ltd.","Other Opportunities","Others","Smark One Technology is a multi-faceted and fast-growing IT services company based in Nepal. We offer high quality and professional IT solutions and services to meet the evolving needs of businesses across the globe. 
          Smark One Technology holds profound knowledge and experience for helping customers to re-invent their businesses to compete successfully in a cutthroat marketplace.
                  We are geared to develop attractive, fast-loading, search engine optimized sites with  easy and user-friendly navigation. Whether you need a website with impressive looks or with a better usability, our creative team of web designers hold significant expertise in designing corporate,  e-commerce, and industry based websites to help your online business stands unique on the web. Our web development team is bestowed with a highly skilled team of website developers, which is proficient in developing websites on different platforms like PHP, Joomla, Drupal, Magento, Ajax, Flash etc . 
              We are one of the Internet Marketing service providers that offer SEO services, Google Adwords advertising, digital marketing and interactive social media marketing. Our dedicated Internet marketing & SEO teams can help you in promoting your business with the right marketing strategy by adhering with the key goals of your business. 
              We deliver innovative web solutions to clients by helping them identify their most important business and technology opportunities. We also provide solutions to help them overcome their most complex and critical challenges. Our approach towards the entire web designing amplifies to you the advantage of building affordable and cost effective websites  for a profitable business scheme.
We offer a comprehensive range of IT services & web solutions under one roof for corporates worldwide.
IT Services Offered :
1. Web Services
- Responsive Web Designing and development
- Domain Registration
- Web Hosting
2. Digital Marketing Services
- Social Media Optimization and Management
- Search Engine Optimization
- Online promotions
3. Software and Mobile App Development
4. Graphic Designing & Branding
5. Printing and multimedia Solutions
6. IT Services - Data Recovery , Virus Removal , PC and Mobile Support & Many More ..
 ","
                                                    Digital Marketing Agency
                                                    Web Development Company
                                                    Graphic Design Services
                                                    Web Hosting
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Bhaisepati, Lalitpur, Nepal","smarkonetech@gmail.com","www.smark1.com"
"268","Smart Krishi","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Mathillo Amritnagar Marga, Kirtipur"," ","http://www.smartkrishi.org/"
"269","SMTech Technology","Funding","Project","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Suryabinayak-6,Bhaktapur
","info@smtechme.com","http://www.smtechme.com"
"270","Sodhpuch.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Prabachan Marg- Behind Apex College, Old Baneshwor Height, Kathmandu"," ","http://www.sodhpuch.com/"
"271","Sriyog.Com","Funding","Public Beta","घरको भनौं वा अफिसको काम होस्, काम गर्ने मान्छे नभएर दिनौं पर्खिनु पर्ने बाध्यता सबैको रहेको हामीले मध्यनजर गर्दै आयौं, काम सानो हुँदैन अनि गर्ने मान्छे पनि सानो हुँदैन भन्ने सबैलाई जानकारी भएको कुरा पनि हो, यही कुरा सम्झेर नै हामीले हाम्रो सानो प्रयास देश को दोश्रो ठुलो शहर विराटनगरबाट शुरु गर्नुपर्ने जमर्को गर्‍यौं । एउटा वेबसाइट जसले पार्टटाइम काम गर्ने मान्छे खोजी दियोस् भन्ने सबैलाई लाग्छ नै । 

प्रकाश इन्फोशिस द्वारा सञ्चालन भएको यस वेबसाइटले पार्टटाइम काम गर्ने वा भनौ केही न केही सीप भएको व्यक्तिहरूलाई लिस्टिङ् गर्नेछ सो लिस्ट अन्तर्गत आफुलाई चाहिएको व्यक्ति लाई फोनमा संपर्क गरी काम सम्बन्धी प्रस्ताव राखी काम गराउन सकिने छ । हाम्रो दैनिक जीवनमा अत्यावश्यक काम गर्ने सीपालु व्यक्तिहरू र काम गराउने व्यक्तिहरूलाई भेट गराउने यो हाम्रो सानो प्रयास हो । आउने दिनमा बेरोजगारीको समस्या यसले हल गर्ने छ भन्ने विश्वाशका साथ हामी अगाडि बढ्दै छौ ।","
                                                    part time jobs
                                                    skilled manpower
                                                    turn your time to money
                                                    jobs
                                            ","Funding Type                                :  ","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Biratnagar","pracas@hotmail.com","www.sriyog.com"
"272","STARTUPSNepal","Other Opportunities","Launched","c("""", ""STARTUPSNepal is the startup community of Nepal.  "", "" "", ""We bring together startups, entrepreneurs, investors and other stakeholders to build a thriving entrepreneurial ecosystem in Nepal.  "", "" "", ""As the home of startups in Nepal, we help you discover startup ventures, meet investors, explore entrepreneurial events and valuable resources. We also bring insightful articles based on research, analytical thoughts and perspectives. We take you closer to Nepal’s entrepreneurial scene by presenting the inspiring stories of Nepali entrepreneurs and their ventures.  "", 
"" "")","
                                                    Startup
                                                    Startup Community
                                                    Business
                                                    Entrepreneurship
                                                    Investors
                                                    Entrepreneurs
                                                    Nepal
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  Undisclosed","Team Size: 1-10","2nd Floor, Central Business Park
Thapathali, Kathmandu, Nepal","startupsnepal@gmail.com","http://www.startupsnepal.com"
"273","StudyHub Global","Funding","Project","StudyHub Global is one of the leading overseas education consultants, acknowledged for its reliable guidance and counselling in Nepal. We offer a broad portfolio of excellently managed services right from the pre-admission to post-landing arrangements tailored to the needs of each and every student seeking overseas studies. We have been providing one-stop solutions and services to make a student’s transition in a new land, completely hassle-free. Its core activity lies in assisting students to make the right choice in pursuing their education in overseas educational institutions.
As education is the main catalyst in deciding career of a student, we leave no stones unturned in ensuring that you make the right decision while keeping comprehensive knowledge of the ever-changing education sector. With the valuable insights to deliver, we offer the best educational, cultural, and financial solutions to undergraduates, graduates and all other interested candidates.","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Manbhawan","info@studyhubglobal.com","http://www.studyhubglobal.com"
"274","SUKHI-GHAR","Funding","Pvt. Beta","“To evolve is to sustain”. With this simple philosophy, Sukhi Ghar was established in 2018 with an aim to provide a platform for ordering home service, to public and creating a pool of employment opportunities to the skilled manpower within the country.
There is a huge gap between the skilled manpower, who do not have work to do, and the people who need appropriate service providers but don’t know whom to call for. The main aim of Sukhi Ghar is to remove this gap between the service providers and the one who need it. We plan to list the services in our platform and let the users (both the service providers and clients) choose which service they need or could provide. With the use of Sukhi Ghar platform, user can select the field of service they need and order it online, and the relevant service provider will reach their door steps, in time and within their budget.
Similarly, due to unmanaged home service industry in Nepal, the amount of money one pay for particular service differs from person to person and even the worst part is that service provider does not appear in time. Our main motto in long run is to include all fields of services that people seek during their day to day life and provide the service in their time and within their budget.
","character(0)","Funding Type                                :  Seed Round","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","SANTINAGAR KATHMANDU","SAUGATUPRETI@GMAIL.COM","WWW.SUKHIGHAR.COM"
"275","SulabhBasket","Other Opportunities","Pvt. Beta","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  None","Team Size: 1-10","Pujapratisthanmarg, Mid-Baneshwor-09, Kathmandu, Nepal","abhishekjha_la@live.co.uk","http://sulabhbasket.com/"
"276","Sustainable Energy and Technology Management","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Neelgiri Marg, Kamalpokhari, Kathmandu"," ","http://setmnepal.org/"
"277","Tech- Lekh","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","kathmandu, nepal"," ","http://techlekh.com/"
"278","TechnoNepal","Co-working Space","Project","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Samakhushi, Kathmandu","technonepali@gmail.com","http://technonepal.com"
"279","TETE","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal "," ","http://tete.co/"
"280","Thamel.com","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 1-10","Hattisar, Kathmandu, Nepal"," ","http://www.thamel.com/"
"281","The homerepair App","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Bakhundole, Lalitpur, Nepal"," ","http://www.thehomerepairapp.com/"
"282","The Next Live","Funding","Pvt. Beta","The Next Live is not a typical media page;
rather it is a vibrant, bold, clear and
unbiased platform founded in September
2017 in Kathmandu, Nepal. The Next Live’s
mission is to provide its followers and
viewers with quality content about various
things that matter the most. We want to
inspire and get inspired from today’s youth
who have the full potential to become the
next big thing. Hence, our motto, “THE NEXT
BIG THING”
The Next Live team is a team of artists and
writers, each with a story to tell and a
perspective to share. The only criteria for
being a member of the team is you have a
unique perspective and passion with words,
photographs or any other form of selfexpression to back it up.
We are unbiased because we do not tell our
writers what to write or our readers what to
think. We simply express.","
                                                    Media
                                            ","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  0 - 1million","Team Size: 11-50","Kathmandu, Nepal","contactus@thenextlive.com","https://www.thenextlive.com"
"283","The Opinio","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://theopinio.co/"
"284","The Pizza Cutter","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Dhobi dhara marg, Kathmandu, Nepal"," ","http://www.thepizzacutter.com.np/"
"285","The Platform Inc","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Uttar Dhoka, Lazimpat, Kathmandu"," ","http://www.theplatforminc.com/"
"286","The Puppy Box Nepal","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Samakhusi, Town Planning, Near from Lainchaur"," ","http://dapuppybox.com/"
"287","Think Fusion","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Satdobato, Lalitpur, Kathmandu, Nepal"," ","http://thinkfusion.com.np/"
"288","Thoplo","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Pulchowk, Lalitpur, Nepal"," ","http://thoplo.com/"
"289","Threadpaint","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jhamsikhel, Lalitpur, Nepal"," ","http://www.threadpaints.com/"
"290","Track Mandu","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","New Baneshwor, Kathmandu, Nepal"," ","http://www.trackmandu.com/"
"291","Trekking Buzz","","Pvt. Beta","Trekking Buzz is newly established adventure company based on Thamel, Kathmandu by the tourism entrepreneur Saroj Bhattarai and his team. Trekking Buzz provides a variety of tourism services with the different taste.  As the startup company, Trekking Buzz has initiated for marketing through online.","character(0)","Funding Type                                :  ","Total Funding Received                                :  0 - 1million","Total Funding Expected                                :  10 - 50 million","character(0)","Galko Pakha, Thamel, Kathmandu","trekkingbuzz@gmail.com","http://www.trekkingbuzz.com"
"292","Tv Annapurna","Funding","Project","TV Annapurna is Nepals First online TV in Nepal. Exclusive Live News Portal from Nepal, Which offers Online Political News, Taja Khabar, Science, Social, Sport, Economy, Business, Entertainment, Movie, Nepali Model, Actor, Actress, Video, Interview, coverage exclusive newsonline ,Business news, Nepal Tourism Year news Online.

Online News Tv Annapurna brings you the Latest Online news in Nepali (नेपाली समाचार), ब्रेक्इङ न्यूज  featuring Political news, Economic news, world news, Business & corporate news, art & literature news and all other breaking news Nepal online.
","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Basantanagar-16, Balaju, 
Kathmandu, Bagmati, Nepal
44611
","info@tvannapurna.com","https://www.tvannapurna.com/"
"293","Ubanmag","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal"," ","http://ubanmag.com/"
"294","Ultimodeal.com","Funding","Launched","Online shopping in Nepal experience for people wanting to buy products from their home. Grab best deals from trusted sellers and vendors. Customers can purchase products whenever they want no matter whether it is early morning or midnight. We hope you enjoy our services as much as we relish offering them to you. We focus on satisfying customer’s need constantly and build long-lasting relationships with them.

One of the best benefits of online shopping for customers is they can get huge information that is not possible in a physical store. We offer additional information to the customers without any hassle. All the given information is provided through our website so that the customers find it easy to purchase products with information.

Our Delivery in Kathmandu, Lalitpur, and Bhaktapur normally takes up to 48 hours to get delivered. An express delivery method is also available for the customer where products are delivered within 3-8 hours.  Our delivery extends all over Nepal with minimal delivery time depending on the items. You can track orders using your email address & tracking id that is dispatched using best logistics service for outside Kathmandu.

The logistics for ultimodeal.com is handled by Aramex, an international logistics services company. Aramex courier services are the best choice for whole Nepal shipping solutions at a competitive price. We can also manage and track our shipment online.

We replace products if they are defective or damaged. Our Refund Policy guides which products can be exchanged or refunded. To be eligible for a return, your item must be unused and in the same condition that you received it. It must also be in the original packaging.

","
                                                    onlineshoppinginnepal
                                                    ecommerce
                                                    startup
                                            ","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  Undisclosed","Team Size: 11-50","Kupondole, Kandevstan","contact@ultimodeal.com","https://www.ultimodeal.com/"
"295","Underthings","Partner","Project","Underthings is an online store based in kathmandu,Nepal. It Deals on Accessories and Lingeries and many more.

Lingerie, Bras , underwears and almost all innerwear. 

We have all suppliers and Manufacturer ready but due to limitation on funds we cannot keep items on stock and sell.

We believe online business of lingerie and bras are growing business all over the world, especially on the country like Nepal online lingerie business will be a great deal because girls/women feels hegitated and uneasy to buy on the market where anyone cant ask for a sexy bra or a night wear because our culture have taught us this.","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Tinkune,Koteswor,Kathmandu","er.rafun@gmail.com","character(0)"
"296","v2oconnect","Other Opportunities","Public Beta","v2oconnect is a cloud-based platform that matches volunteering opportunities with high impact potential volunteers and local businesses surrounding the volunteering opportunity using state-of-the-art technology (Big Data, Data Ana lytics (AI/ML)). Also it helps them provide a consolidated measure of their social impact reports, and analytics that could be used for donor agencies(non-profits), or public CSR(for-profits).","
                                                    volunteer management
                                            ","Funding Type                                :  Seed Round","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kathmandu, Nepal","contact@v2oconnect.com","https://www.v2oconnect.com"
"297","Vacancies Nepal","Other Opportunities","Pvt. Beta","VacanciesNepal is an initiative to provide complete and discrete details of vacancies in Various parts of Nepal. Our mission is to provide innovative information, superior resume management software and a comprehensive selection of services to Business Houses and Firms. We provide complete details on vacancies in Nepal to our users so that they can explore their opportunities and apply “with a click”.

VacanciesNepal.com offers its services to recruiting and job-seeking community in Nepal – and foreign parties, who are seeking Nepalese talent – entirely within a reasonable fee as we’ve introduced/ implemented and are still redefining our services with each user experience and feedbacks.","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Ward no. 4, Bagdol, Lalitpur, Nepal","info@vacanciesnepal.com","https://www.vacanciesnepal.com/"
"298","Value 4 Innovations","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Kutisaugal, Mangalbazaar, lalitpur"," ","http://www.value4innovations.com/"
"299","vidinterest- Surfmandu","Other Opportunities","Others","character(0)","character(0)","Funding Type                                :  Others","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Maharajgunj, Kathmandu, Nepal"," ","http://vidinterest.tv/"
"300","vision concern opticals and eye clinic","Other Opportunities","Others","Vision concern has been giving quality eye care through highly qualified Optometrist and Ophthalmologist since a decade. We are the best eye care service provider in town, served by the Expert of Tilganga Institute of Ophthalmology. We examine your eyes with dynamic digital facility that makes your vision perfectly cured.This process is less time consuming compared with other facilities available elsewhere.

Vision concern is also a gallery of sunglasses, optical frames, lens, contact lens and cleaning solutions. Customers are able to get their optical needs beyond expectations.

Vision concern is located at three different locations inside kathmandu valley,chabhail,boudha and lazimpath","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","lazimpat","visionconcerntushal@gmail.com","www.visionconcern.com"
"301","Waft Technology Pvt.Ltd.","Funding","Launched","character(0)","character(0)","Funding Type                                :  Bootstrap","Total Funding Received                                :  None","Total Funding Expected                                :  None","Team Size: 1-10","Jwagal, Lalitpur ","info@wafttech.com","https://www.wafttech.com"
